"Food Code","Food Name","Scientific Name","Local Name","Food Group","No. of Regions","Tags","Energy [kJ]","Moisture [g]","Ash [mg]","Vitamins [mg]","Total Fat [g]","Cholesterol [mg]","Dietary Fiber [g]","Carbohydrate [g]","Protein [g]","Essential Amino acids [g]","Carotenoids [mg]","Polyphenols [mg]","Phytosterols [mg]","Tocopherols [ug]","Tocotrienols [ug]","Organic acids [mg]","Phytate [mg]","Saponins [g]","Essential Quantity Minerals [mg]","Essential Trace Minerals [mg]","Possibly essential Trace Minerals [ug]","Non-essential Trace Minerals [ug]","Toxic Minerals [ug]","Vitamin A [ug]","Vitamin B [mg]","Ascorbic acids (C) [mg]","Vitamin D [ug]","α-Tocopherol equivalent (E) [ug]","Vitamin K [ug]","Saturated Fatty acids [g]","Unsaturated Fatty acids [g]","Essential Fatty acids [g]","Cis Fatty acids [g]","Trans Fatty acids [g]","Monounsaturated Fatty acids [g]","Polyunsaturated Fatty acids [g]","Cis ω-3 Fatty acids [mg]","Cis ω-6 Fatty acids [g]","Cis ω-9 Fatty acids [g]","Cis ω-5 Fatty acids [mg]","Cis ω-7 Fatty acids [mg]","Insoluble Dietary Fiber [g]","Soluble Dietary Fiber [g]","Available CHO [g]","Starch [g]","Oligosaccharides [mg]","Free Sugars [g]","Essential Amino acids [g]","Conditionally essential Amino acids [g]","Non-essential Amino acids [g]","Retinol [ug]","Thiamine (B1) [ug]","Riboflavin (B2) [ug]","Niacin (B3) [mg]","Pantothenic acid (B5) [ug]","Total B6 [mg]","Biotin (B7) [ug]","Folates (B9) [ug]","Ergocalciferol (D2) [ug]","Cholecalciferol (D3) [ng]","25-OH-D3 [ng]","α-Tocopherol [ug]","β-Tocopherol [ug]","γ-Tocopherol [ug]","δ-Tocopherol [ug]","α-Tocotrienol [ug]","β-Tocotrienol [ug]","γ-Tocotrienol [ug]","δ-Tocotrienol [ug]","Phylloquinones (K1) [ug]","Menaquinones (K2) [ug]","Lutein [ug]","Zeaxanthin [ug]","Lycopene [ug]","β-Cryptoxanthin [ug]","γ-Carotene [ug]","α-Carotene [ug]","β-Carotene [ug]","Aluminium (Al) [ug]","Arsenic (As) [ug]","Cadmium (Cd) [ug]","Calcium (Ca) [mg]","Chromium (Cr) [ug]","Cobalt (Co) [ug]","Copper (Cu) [ug]","Iron (Fe) [mg]","Lead (Pb) [ug]","Lithium (Li) [ug]","Magnesium (Mg) [mg]","Manganese (Mn) [ug]","Mercury (Hg) [ng]","Molybdenum (Mo) [ug]","Nickel (Ni) [ug]","Phosphorus (P) [mg]","Potassium (K) [mg]","Selenium (Se) [ug]","Sodium (Na) [mg]","Zinc (Zn) [ug]","Fructose [g]","Glucose [mg]","Sucrose [g]","Maltose [mg]","Lactose [g]","Butyric acid (C4:0) [mg]","Caproic acid (C6:0) [mg]","Caprylic acid (C8:0) [g]","Capric acid (C10:0) [mg]","Lauric acid (C12:0) [mg]","Myristic acid (C14:0) [mg]","Palmitic acid (C16:0) [mg]","Stearic acid (C18:0) [mg]","Arachidic acid (C20:0) [mg]","Behenic acid (C22:0) [mg]","Lignoceric acid (C24:0) [mg]","Myristoleic acid (C14:1) [mg]","Palmitoleic acid (C16:1) [mg]","Oleic acid (C18:1n9) [g]","Elaidic acid (C18:1n9t) [g]","Eicosenoic acid (C20:1n9) [mg]","Erucic acid (C22:1n9) [g]","Nervonic acid (C24:1n9) [mg]","Linoleic acid (C18:2n6) [g]","Eicosadienoic acid (C20:2) [mg]","α-Linolenic acid (C18:3n3) [mg]","Arachidonic acid (C20:4n6) [mg]","Undecanoic acid (C11:0) [ug]","Pentadecanoic acid (C15:0) [mg]","Eicosatrienoic acid (C20:3n6) [mg]","Eicosapentaenoic acid (C20:5n3) [mg]","Docosahexaenoic acid (C22:6n3) [mg]","Docosadienoic acid (C22:2) [mg]","Docosapentaenoic acid (C22:5n3) [mg]","Histidine [mg]","Isoleucine [mg]","Leucine [mg]","Lysine [mg]","Methionine [mg]","Cysteine [mg]","Phenylalanine [mg]","Threonine [mg]","Tryptophan [mg]","Valine [mg]","Alanine [mg]","Arginine [mg]","Aspartic acid [mg]","Glucose [mg]","Glycine [mg]","Proline [mg]","Serine [mg]","Tyrosine [mg]","Oxalates [mg]","Soluble Oxalate [mg]","Insoluble Oxalate [mg]","Cis-Aconitic acid [mg]","Citric acid [mg]","Fumaric acid [mg]","Malic acid [mg]","Quinic acid [mg]","Succinic acid [mg]","Tartaric acid [mg]","3,4-Dihydroxy Benzoic acid [ug]","3-Hydroxy Benzaldehyde [ug]","Protocatechuic acid [ug]","Vanillic acid [ug]","Gallic acid [mg]","Cinnamic acid [ug]","o-Coumaric acid [ug]","p-Coumaric acid [ug]","Caffeic acid [ug]","Chlorogenic acid [mg]","Ferulic acid [ug]","Apigenin [mg]","Apigenin-6-C-gluoside [ug]","Apigenin-7-O-neohesperidoside [mg]","Luteolin [ug]","Kaempferol [mg]","Quercetin [mg]","Quercetin-3-β-D-glucoside [mg]","Quercetin-3-O-rutinoside [mg]","Quercetin-3-β-galactoside [mg]","Isorhamnetin [mg]","Myricetin [mg]","Resvertrol [ug]","Hesperetin [mg]","Naringenin [mg]","Hesperdin [mg]","Daidzein [mg]","Genistein [mg]","(-)-Epicatechin [mg]","(-)-Epigallo catechin [ug]","(-)-Epigallo catechin 3-gallate [ug]","(+)-Catechin [mg]","(-)-Gallocatechin gallate [ug]","(-)-Gallocatechin [ug]","Syringic acid [mg]","Sinapinic acid [mg]","Ellagic acid [mg]","Raffinose [mg]","Stachyose [mg]","Verbascose [mg]","Ajugose [mg]","Campesterol [mg]","Stigmasterol [mg]","β-Sitosterol [mg]","Carotenes [ug]","Xanthophylls [ug]","β-Carotene equivalents [ug]"
A011,Rice flakes,Oryza sativa,"A. Chira, Chiura; B. Chide, Chira; E. Flattened rice, Beaten rice; G. Paunva; H. Poha; Kan. Avalakki; Kash. Chevri; Kh. Shira; Mal. Aval; M. Chengpaak; Mar. Pohe; O. Chudaa, Chuda; P. Chirwre; Tam. Aval; Tel. Atukulu, Attukulu.",Cereals and Millets,6,vegetarian eggetarian fishetarian veg,1480,10.36,0.85,0.00231985,1.14,0,3.46,76.75,7.44,7.078416,0.00003361,0.00316,0.02689,0.00005,0,0.01408,0.474,0,0.43269,0.007249,0.000002,0.002447,0,0,0.00226885,0,0,0.00005,0.000001,0.284,1.002,0.57737,1.00237,0,0.425,0.577,0.02437,0.553,0.425,0,0,2.65,0.81,68.4,68.06,0,0.34,2.572752,1.610016,2.895648,0,0.00012,0.00004,0.0016,0.00048,0.00002,3.9e-7,0.00000846,0,0,0,0.00005,0,0,0,0,0,0,0,0.000001,0,0.00000146,0,0,0,0,0,0,0.00244,0,0.000002,0.00919,0.00005,0.000007,0.00026,0.00446,0.000005,0.000002,0.07792,0.00089,0,0.000049,0.000043,0.195,0.148,0,0.00258,0.00149,0,0.2,0.14,0,0,0,0,0,0,0,0,0.261,0.02368,0,0,0,0,0,0.425,0,0,0,0,0.553,0,0.02437,0,0,0,0,0,0,0,0,0.169632,0.269328,0.59892,0.269328,0.156984,0.12276,0.388368,0.235848,0.082584,0.40176,0.471696,0.566928,0.68448,1.38384,0.32364,0.317688,0.355632,0.279,0.01097,0.00852,0.00245,0,0,0.00128,0.00048,0,0.00135,0,0.00005,0,0.00003,0.00003,0,0,0,0.00005,0.00006,0.0007,0.00007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00007,0.00006,0,0,0,0,0,0.00348,0.00215,0.02126,0,0.00000146,0
A012,Rice puffed,Oryza sativa,A. Muri; B. Muri; G. Mamra; H. Muramure; Kan. Kalle Puri; Kash. Tomul; Kh. Muri; Mal. Pori; M. Kabok Mur; Mar. Chirmure; N. Murai; O. Mudhi; P. Phulian; Tam. Pori; Tel. Maramaralu; U. Murmure.,Cereals and Millets,6,vegetarian eggetarian fishetarian veg,1514,9.4,1.28,0.00251226,1.62,0,2.56,77.68,7.47,6.844014,0.00005046,0.00276,0.02085,0.00004,0,0.00851,0.115,0,0.37537,0.007277,0.000004,0.002427,0,0,0.00247126,0,0,0.00004,0.000001,0.04684,0.08457,0.04481,0.08458,0,0.03977,0.0448,0.00139,0.04342,0.03977,0,0,1.76,0.8,69.89,69.25,0,0.64,2.500956,1.537326,2.805732,0,0.00011,0.00004,0.00187,0.00038,0.00007,0.00000126,0,0,0,0,0.00004,0,0,0,0,0,0,0,0.000001,0,0.00000151,0,0,0,0,0,0,0.00241,0,0.000004,0.01509,0.000028,0.000007,0.00025,0.00455,0.000013,0.000004,0.06459,0.00091,0,0.000034,0.000048,0.152,0.14,0,0.00369,0.00145,0,0.49,0.15,0,0,0,0,0,0,0,0,0.04329,0.00355,0,0,0,0,0,0.03977,0,0,0,0,0.04342,0,0.00139,0,0,0,0,0,0,0,0,0.157617,0.274896,0.578925,0.234558,0.1494,0.100098,0.398151,0.226341,0.079929,0.401139,0.462393,0.525888,0.656613,1.341612,0.301041,0.301788,0.345114,0.308511,0.00627,0.00559,0.00068,0,0,0.00049,0.00045,0,0.0013,0,0.00004,0,0.00002,0.00005,0,0,0,0.00004,0.00005,0.00006,0.00002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00003,0.00007,0,0,0,0,0,0.00272,0.00152,0.01661,0,0.00000151,0
A013,"Rice, raw, brown",Oryza sativa,A. Matia rangar chaul; E. Whole grain rice; G. Kathai chokha; H. Chawal; P. Bhura choul; Kash. Tomul; Kh. Khaw saw; Mal. Kuthari ; M. Cheng; Tam. Arisi; Tel. Dampudu biyyam.,Cereals and Millets,6,vegetarian eggetarian fishetarian veg,1480,9.33,1.04,0.00541489,1.24,0,4.43,74.8,9.16,9.050996,0.000159,0.00281,0.02216,0.00109,0.0001,0.01613,0.742,0,0.57448,0.00487926,0,0.000604,0,0,0.00472289,0,0,0.00069,0.000002,0.346,0.709,0.5061,0.70865,0,0.203,0.506,0.0161,0.49,0.19978,0,0.00277,3.6,0.82,72,71.31,0.08,0.69,3.431336,2.077488,3.542172,0,0.00027,0.00006,0.0034,0.00061,0.00037,0.00000138,0.00001151,0,0,0,0.00062,0.00005,0.00042,0,0.00003,0,0.00005,0.00002,0.000002,0,0.00001315,0,0,0,0,0,0,0.0006,0,0.000002,0.01093,0.000005,0.000011,0.00037,0.00102,0.000002,0,0.09391,0.0017,0,0.000053,0.000038,0.267,0.199,0.00000226,0.00364,0.00168,0,0.55,0.14,0,0,0,0,0,0.00139,0,0.03042,0.273,0.03301,0.00309,0.00198,0.00249,0,0.00277,0.197,0,0.00189,0,0.00089,0.49,0,0.0161,0,0,0,0,0,0,0,0,0.216176,0.373728,0.76944,0.332508,0.218924,0.185032,0.5038,0.309608,0.0916,0.615552,0.60456,0.704404,0.795088,1.7175,0.392048,0.396628,0.425024,0.399376,0.01206,0.0093,0.00196,0,0,0.00172,0.0005,0,0.00185,0,0.00004,0,0.00002,0.00005,0,0,0,0.00004,0.00005,0.00006,0.00002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00003,0.00007,0,0.08,0,0,0,0.00322,0.00173,0.01721,0,0.00001315,0
A014,"Rice, parboiled, milled",Oryza sativa,A. Ukhua chaul; B. Siddha chowl; E. Converted rice; G. Bafela Chokha; H. Usna chawal; Kan. Kusubalakki; Kash. Tomul; Kh. Khaw boil; Mal. Puzhungal ari; M. Cheng; Mar. Ukadla tandool; O. Usuna chaula; P. Biga hua chawal; Tam. Puzhungal arisi; Tel. Uppudu biyyam.,Cereals and Millets,6,vegetarian eggetarian fishetarian veg,1471,10.09,0.65,0.00361156,0.55,0,3.74,77.16,7.81,7.571795,0.0000469,0.00693,0.02536,0.00019,0.00005,0.00717,0.274,0,0.31999,0.00295119,0.000005,0.000208,0,0,0.00352006,0,0,0.00009,0.0000015,0.15,0.30266,0.21618,0.30284,0,0.08666,0.216,0.00718,0.209,0.08547,0,0.00119,2.98,0.76,76.8,76.14,0.08,0.67,2.831906,1.777556,2.962333,0,0.00017,0.00006,0.00251,0.00055,0.00022,3.1e-7,0.00000975,0,0,0,0.00006,0,0.00013,0,0.00005,0,0,0,0.0000015,0,0.00000146,0,0,0,0,0,0,0.0002,0,0.000002,0.00811,0.000005,0.000003,0.00027,0.00072,0.000006,0.000005,0.02672,0.00079,0,0.000055,0.000027,0.14,0.142,0.00000119,0.00316,0.00108,0,0.51,0.16,0,0,0,0,0,0.00063,0,0.01322,0.12,0.01383,0.00131,0.00091,0.00093,0,0.00119,0.08409,0,0.00089,0,0.00049,0.209,0,0.00718,0,0,0,0,0,0,0,0,0.183535,0.323334,0.631048,0.267102,0.193688,0.167915,0.401434,0.253044,0.089815,0.488906,0.43736,0.620895,0.664631,1.501082,0.327239,0.315524,0.35926,0.345983,0.00502,0.0037,0.0011,0,0,0.00005,0.00049,0,0.00161,0,0.00007,0,0.00006,0.00005,0,0,0,0.00006,0.00006,0.00028,0.00062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00056,0.00011,0,0.08,0,0,0,0.00283,0.00185,0.02068,0,0.00000146,0
A015,"Rice, raw, milled",Oryza sativa,A. Milat khunda chaul; B. Chowl; G. Choka; H. Chawal; Kan. Akki; Kash. Tomul; Kh. Khaw boil; M. Cheng; Mar. Tondool; O. Chaula; P. Chaul; Tam. Arisi; Tel. Biyyam.,Cereals and Millets,6,vegetarian eggetarian fishetarian veg,1491,9.93,0.56,0.00255142,0.52,0,2.81,78.24,7.94,7.751028,0.00001687,0.00314,0.02629,0.0001,0.00008,0.00401,0.266,0,0.23313,0.00290701,0.000002,0.000447,0,0,0.00248992,0,0,0.00006,0.0000015,0.184,0.37,0.24351,0.35629,0,0.117,0.253,0.00951,0.234,0.11129,0,0.00149,1.99,0.82,76.39,75.7,0,0.69,2.94574,1.779354,3.025934,0,0.00005,0.00005,0.00169,0.00057,0.00012,6e-7,0.00000932,0,0,0,0.00004,0,0.00006,0,0.00003,0,0.00005,0,0.0000015,0,0.00000149,0,0,0,0,0,0,0.00044,0,0.000002,0.00749,0.000005,0.000003,0.00023,0.00065,0.000005,0.000002,0.0193,0.00073,0,0.000056,0.000022,0.096,0.108,0.00000101,0.00234,0.00121,0,0.54,0.15,0,0,0,0,0,0.00085,0,0.01319,0.143,0.0145,0.00146,0.00198,0.00114,0,0.00149,0.109,0,0.00154,0,0.00075,0.234,0,0.00951,0,0,0,0,0,0,0,0,0.19453,0.340626,0.642346,0.29378,0.20644,0.146096,0.425584,0.260432,0.100838,0.481164,0.437494,0.612968,0.693162,1.502248,0.331892,0.342214,0.39303,0.346184,0.00192,0.00158,0.00035,0,0,0.00007,0.00048,0,0.00154,0,0.00005,0,0.00004,0.00005,0,0,0,0.00005,0.00006,0.00065,0.00059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00007,0.00008,0,0,0,0,0,0.00268,0.00175,0.02186,0,0.00000149,0
A016,Samai,Panicum miliare,B. Sama; E. Little millet; G. Kuri; H. Shavan; Kan. Sama; Kash. Ganuhaar; Mal. Chama; Mar. Sava; O. Suan; P. Swank; Tam. Samai; Tel. Sama.,Cereals and Millets,6,vegetarian eggetarian fishetarian veg,1449,11.36,1.34,0.00284236,3.89,0,7.72,65.55,10.13,9.813944,0.00012,0.01424,0.08721,0.00095,0.00028,0.01604,0.265,0.44,0.34724,0.0038139,0,0.000001,0,0.00000191,0.00228223,0,0.00000375,0.00055,0.00000447,0.589,2.145,1.2772,2.1452,0,0.868,1.277,0.0472,1.23,0.868,0,0,5.45,2.27,56.43,56.07,0.01,0.37,3.671112,2.097923,4.044909,0,0.00026,0.00005,0.00129,0.0006,0.00004,0.00000603,0.0000362,0.00000375,0,0,0.00028,0.00067,0,0,0,0,0.00028,0,0.00000447,0,0.00000782,0.00000524,0,0,0,0,0.00000191,0,4.9e-7,0.000001,0.01606,0.000016,0.000001,0.00034,0.00126,0,0,0.09141,0.00023,0,0.00002,0.000086,0.13,0.105,0.00004041,0.00477,0.00182,0,0.24,0.13,0,0,0,0,0,0,0,0,0.487,0.102,0,0,0,0,0,0.868,0,0,0,0,1.23,0,0.0472,0,0,0,0,0,0,0,0,0.238055,0.419382,0.818504,0.245146,0.223873,0.187405,0.621982,0.429512,0.136755,0.537903,0.87118,0.603748,0.558163,2.048286,0.347459,0.611852,0.56728,0.347459,0.00674,0.0054,0.00161,0,0,0.00037,0.00051,0,0.00235,0.00607,0,0,0.00016,0.00005,0,0,0,0.00037,0.00067,0.00279,0.00039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0.0107,0.00307,0.07344,0.00000191,0.00001306,0.00000191
A017,Varagu,Setaria italica,A. Konidhan; B. Syama dhan; E. Kodo millet; G. Ral gana; Kan. Priyangu thene; Kash. Snol; Mal. Thina; Mar. Rala; P. Kangni; Tam. Thinai; Tel. Karralu.,Cereals and Millets,5,vegetarian eggetarian fishetarian veg,1388,14.23,1.72,0.00279614,2.55,0,6.39,66.19,8.92,8.876292,0.000272,0.00053,0.04451,0.00046,0.00019,0.00627,0.452,0,0.33562,0.00471412,0.000027,0.00107,7.4e-7,0.00000141,0.00272098,0,0,0.00007,0.00000375,0.246,0.894,0.59702,0.89398,0,0.297,0.597,0.02102,0.576,0.29375,0,0.00321,4.29,2.11,66.25,64.96,0.02,1.29,3.543916,1.732264,3.600112,0,0.00029,0.0002,0.00149,0.00063,0.00007,0.00000149,0.00003949,0,0,0,0.00003,0,0.00043,0,0,0,0.00019,0,0.00000375,0,0.0000594,0.00000391,0,0,0,0,0.00000141,0.00107,0,0,0.01527,0.000021,0.000005,0.00026,0.00234,0,0.000027,0.122,0.00033,7.4e-7,0.00002,0.000074,0.101,0.094,0.00001412,0.00335,0.00165,0,0.89,0.4,0,0,0,0,0,0,0,0,0.211,0.0284,0.00384,0.00222,0,0,0.00321,0.291,0,0.00275,0,0,0.576,0,0.02102,0,0,0,0,0,0,0,0,0.190888,0.40586,1.066832,0.126664,0.239948,0.171264,0.559284,0.346988,0.117744,0.489708,0.9812,0.283656,0.500412,1.6279,0.278304,0.653836,0.4906,0.345204,0.00348,0.00257,0.00065,0.00021,0,0.00026,0.00045,0,0.00187,0,0,0,0,0.00002,0,0,0,0,0,0,0,0,0,0,0,0.00007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0.00308,0.0044,0.03703,0.00000141,0.00006331,0.00000141
A018,"Wheat flour, refined",Triticum aestivum,A. Moida; B. Maida; G. Maido; H. Maida; Kan. Maida; Kash. Oat; Kh. Moida; Mal. Maida mavu; M. Moida; Mar. Maida; N. Maida; O. Maida; P. Maida; Tam. Maida mavu; Tel. Maida pindi; U. Maida.,Cereals and Millets,6,vegetarian eggetarian fishetarian veg,1472,11.34,0.51,0.00185653,0.76,0,2.76,74.27,10.36,9.454536,0.00027,0.00517,0.02993,0.00005,0.00002,0.029,0.123,0,0.31063,0.003474,0.000003,0.000945,0,0.00000197,0.00179683,0,0.00000673,0.00005,0.000001,0.09855,0.39364,0.34245,0.39309,0,0.05064,0.343,0.01745,0.325,0.05064,0,0,2.14,0.62,71.82,70.03,0.35,1.79,2.769228,2.132088,4.55322,0,0.00015,0.00006,0.00077,0.00072,0.00008,5.8e-7,0.00001625,0.00000673,0,0,0.00005,0,0,0,0.00002,0,0,0,0.000001,0,0.00002441,0.0000013,0,0,0,0,0.00000197,0.00094,0,0.000001,0.0204,0.000005,0.000001,0.00017,0.00177,0.000004,0.000003,0.03069,0.00063,0,0.000013,0.000005,0.11,0.148,0,0.00154,0.00088,0.64,0.75,0.4,0,0,0,0,0,0,0,0,0.09124,0.00731,0,0,0,0,0,0.05064,0,0,0,0,0.325,0,0.01745,0,0,0,0,0,0,0,0,0.20202,0.330484,0.644392,0.21238,0.169904,0.210308,0.444444,0.242424,0.107744,0.415436,0.308728,0.361564,0.479668,3.270652,0.332556,0.956228,0.494172,0.271432,0.02022,0.01102,0.0092,0,0,0.00107,0.00002,0.00557,0.00105,0.00107,0.00023,0,0.00009,0.00013,0.00063,0,0,0.00006,0.00007,0.00016,0.00004,0,0.00007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00002,0.00006,0,0.35,0,0,0,0.00377,0.00053,0.02563,0.00000197,0.00002571,0.00000197
A019,"Wheat flour, atta",Triticum aestivum,B. Ata; G. Samagra gha; H. Atta; Kan. Sampurna godhi hittu; Kash. Oat unno lota ghaun no lot; Mal. Godhambu mavu; Mar. Kaneek; O. Gahama atta; P. Atta; Tam. Mulu Godumai maavu; Tel. Sampurna godhuma pindi.,Cereals and Millets,6,vegetarian eggetarian fishetarian veg,1340,11.1,1.28,0.00436758,1.53,0,11.36,64.17,10.57,10.224361,0.000284,0.01398,0.04358,0.00027,0.00006,0.06295,0.632,0,0.78398,0.01051812,0.000002,0.001547,0,0.00000267,0.00408998,0,0.00001343,0.00026,0.0000015,0.206,0.891,0.74193,0.89093,0,0.149,0.742,0.04493,0.697,0.149,0,0,9.73,1.63,58.62,56.82,0.51,1.8,3.211166,2.438499,4.574696,0,0.00042,0.00015,0.00237,0.00087,0.00025,7.6e-7,0.00002922,0.00001343,0,0,0.00021,0.00006,0,0,0.00006,0,0,0,0.0000015,0,0.00004212,0.00000131,0,0,0,0,0.00000267,0.00154,0,0.000001,0.03094,0.000006,0.000006,0.00048,0.0041,0.000006,0.000002,0.125,0.00298,0,0.000022,0.000021,0.315,0.311,0.00005312,0.00204,0.00285,0.72,0.78,0.3,0,0,0,0,0,0,0,0,0.191,0.01455,0,0,0,0,0,0.149,0,0,0,0,0.697,0,0.04493,0,0,0,0,0,0,0,0,0.270592,0.399546,0.647941,0.255794,0.187089,0.236768,0.531671,0.272706,0.104643,0.541184,0.410116,0.49679,0.534842,3.129777,0.397432,1.085539,0.499961,0.22197,0.05238,0.0262,0.02418,0,0,0.0015,0.00002,0.00649,0.00115,0.00141,0.00068,0,0.00062,0.00026,0.00279,0,0,0.00038,0.00078,0.00071,0.00014,0,0.00031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00004,0.00013,0,0.47,0.04,0,0,0.00621,0.00077,0.0366,0.00000267,0.00004343,0.00000267
A020,"Wheat, whole",Triticum aestivum,A. Ghehu; B. Gom; G. Ghaun; H. Gehun; Kan. Godhi; Kash. Kinek; Kh. Ukew; Mal. Godhumbu; M. Ghehu; Mar. Gehu; N. Gau; O. Gahama; P. Kanaka; S. Godhum; Tam. Godumai; Tel. Godhumalu; U. Gehun.,Cereals and Millets,6,vegetarian eggetarian fishetarian veg,1347,10.58,1.42,0.00545339,1.47,0,11.23,64.72,10.59,10.422678,0.000287,0.01433,0.0664,0.00097,0.00007,0.06346,0.638,0,0.84786,0.01064376,0.000005,0.000552,0,0.00000303,0.00466112,0,0.00001749,0.00077,0.00000175,0.191,0.795,0.65451,0.79551,0,0.141,0.654,0.03851,0.616,0.141,0,0,9.63,1.6,59.3,57.53,0.52,1.77,3.435396,2.651736,4.335546,0,0.00046,0.00015,0.00268,0.00108,0.00026,0.00000103,0.00003009,0.00001749,0,0,0.0006,0.00037,0,0,0.00007,0,0,0,0.00000175,0,0.00005256,0.00000147,0,0,0,0,0.00000303,0.00055,0,0.000002,0.03936,0.000006,0.000003,0.00049,0.00397,0,0.000005,0.125,0.00319,0,0.000073,0.000014,0.315,0.366,0.00004776,0.0025,0.00285,0.74,0.73,0.3,0,0,0,0,0,0,0,0,0.176,0.01483,0,0,0,0,0,0.141,0,0,0,0,0.616,0,0.03851,0,0,0,0,0,0,0,0,0.280635,0.405597,0.721179,0.331467,0.185325,0.248865,0.503025,0.318759,0.14826,0.541149,0.385476,0.543267,0.576096,2.865654,0.443721,1.085475,0.50832,0.330408,0.05246,0.02555,0.02696,0,0,0.00161,0.00003,0.00616,0.00148,0.00172,0.00071,0,0.00074,0.0004,0.00244,0,0,0.00067,0.00068,0.00076,0.00015,0,0.0003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00007,0.00012,0,0.47,0.05,0,0,0.00973,0.00142,0.05525,0.00000303,0.00005403,0.00000303
A021,"Wheat, bulgur",Triticum aestivum,"A. Dalia; B. Dalia; E. Burghul, Groats, Durum Wheat, Pasta wheat, Macaroni wheat; G. Bulgur ghaum; H. Dalia; Kan. Bulgur godhi; Kash. Kinek; Kh. Kew; Mal. Godhambu Ravu; Mar. Bulgur gahu; N. Gau ko pitho; O. Dalia; P. Dalia; Tam. Godumai ravai; Tel. Bulgur; U. Dalia.",Cereals and Millets,6,vegetarian eggetarian fishetarian veg,1430,8.61,1.23,0.00373912,1.45,0,8.81,69.06,10.84,10.535396,0.000191,0.00953,0.0303,0.0002,0.00005,0.05121,0.679,0,0.72018,0.00824594,0,0.000439,0.00000201,0.00000255,0.0035188,0,0.00000627,0.00021,0.0000015,0.196,0.852,0.69969,0.85169,0,0.152,0.7,0.04269,0.657,0.152,0,0,6.56,2.25,61.74,60.54,0.35,1.2,3.107828,2.660136,4.767432,0,0.00024,0.00012,0.00205,0.00084,0.00024,0.0000025,0.0000263,0.00000627,0,0,0.0002,0,0,0,0.00005,0,0,0,0.0000015,0,0.00004767,0.00000106,0,0,0,0,0.00000255,0.00043,4e-7,0.000001,0.02709,0.000007,0.000001,0.0004,0.00386,0.000008,0,0.116,0.00195,0.00000201,0.000029,0.000018,0.245,0.33,0.00001054,0.00209,0.00197,0.32,0.55,0.33,0,0,0,0,0,0,0,0,0.179,0.01741,0,0,0,0,0,0.152,0,0,0,0,0.657,0,0.04269,0,0,0,0,0,0,0,0,0.241732,0.377232,0.716524,0.262328,0.175608,0.212464,0.483464,0.266664,0.120324,0.463952,0.377232,0.581024,0.55826,3.304032,0.462868,1.137116,0.527908,0.266664,0.04023,0.02527,0.01496,0,0,0.00157,0.00002,0.00642,0.00154,0.00143,0.00068,0,0.00071,0.0004,0.00275,0,0,0.00063,0.00066,0.00073,0.00015,0,0.00026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00006,0.00011,0,0.35,0,0,0,0.00414,0.00075,0.02541,0.00000255,0.00004873,0.00000255
